nb_item,item_90,item_86,size_cat,packing_type,teammate_experience,subgroup,time_picked,picking_to_processing,total_leadtime,carrier,item_ratio,picked_hour,picked_shift,experience_level,nb_item_x_experience_level,subgroup_median_leadtime,carrier_median_leadtime
4.0,1.0,3.0,L,PACKSIZE,2YEAR,HETE,2:46:42 PM,96.0,192.4,BPOST,0.3333333333333333,14,Morning,3,12.0,196.05,178.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,12:12:02 PM,64.2,173.5,TNT_POST_NL,0.0,12,Morning,1,1.0,148.9,169.7
6.0,3.0,3.0,XL,STANDARD,1YEAR,VOLU,2:24:10 PM,133.0,261.2,EXTRA_AT_HOME,1.0,14,Morning,2,12.0,266.4,279.5
3.0,2.0,1.0,XL,STANDARD,6MONTH,VOLU,9:39:47 AM,47.2,219.2,CC_LOG,2.0,9,Morning,1,3.0,266.4,170.45
6.0,3.0,3.0,M,STANDARD,1YEAR,VOLU,8:53:46 AM,126.6,226.0,EXTRA_AT_HOME,1.0,8,Morning,2,12.0,266.4,279.5
3.0,1.0,2.0,M,PACKSIZE,6MONTH,HETE,4:17:33 PM,58.4,253.0,BPOST,0.5,16,Afternoon,1,3.0,196.05,178.7
6.0,3.0,3.0,S,STANDARD,2YEAR,HETS,11:19:29 AM,277.5,157.6,CHRONOPOSTAPI,1.0,11,Morning,3,18.0,157.4,186.5
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,11:09:12 PM,913.0,167.5,TNT_POST_NL,0.3333333333333333,23,Afternoon,2,8.0,196.05,169.7
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,5:42:39 PM,87.3,177.4,CHRONOPOSTAPI,0.3333333333333333,17,Afternoon,1,4.0,196.05,186.5
5.0,2.0,3.0,S,STANDARD,3-5YEAR,HETS,8:31:42 PM,86.4,99.2,TNT_POST_NL,0.6666666666666666,20,Afternoon,4,20.0,157.4,169.7
1.0,1.0,,L,STANDARD,3-5YEAR,MHET,9:00:53 PM,56.0,98.7,BPOST,0.0,21,Afternoon,4,4.0,148.9,178.7
6.0,6.0,,XL,STANDARD,1YEAR,PBVO,8:50:33 PM,712.2,333.5,EXTRA_AT_HOME,0.0,20,Afternoon,2,12.0,257.1,279.5
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,9:35:42 AM,264.8,305.6,TNT_POST_NL,1.0,9,Morning,2,4.0,266.4,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,7:50:10 PM,23.5,180.3,DHL,0.0,19,Afternoon,1,1.0,148.9,186.1
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,10:47:04 AM,145.0,242.0,TNT_POST_NL,1.0,10,Morning,2,4.0,196.05,169.7
2.0,2.0,,XL,STANDARD,2YEAR,PBVO,1:39:17 PM,155.4,213.0,BLOGISTICS,0.0,13,Morning,3,6.0,257.1,290.2
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,4:06:52 PM,221.6,156.4,BPOST,0.6666666666666666,16,Afternoon,2,10.0,157.4,178.7
5.0,2.0,3.0,S,STANDARD,6MONTH,HETS,2:27:34 PM,350.9,208.6,TNT_POST_NL,0.6666666666666666,14,Morning,1,5.0,157.4,169.7
1.0,1.0,,L,STANDARD,6MONTH,MHET,11:04:20 AM,184.5,113.2,TNT_POST_NL,0.0,11,Morning,1,1.0,148.9,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,2:40:14 PM,107.3,55.5,BPOST,0.0,14,Morning,2,2.0,50.0,178.7
3.0,3.0,,XL,STANDARD,1YEAR,PBVO,11:23:45 AM,15.4,184.7,TNT_POST_NL,0.0,11,Morning,2,6.0,257.1,169.7
6.0,3.0,3.0,S,STANDARD,2YEAR,HETS,9:35:48 PM,40.4,197.7,CHRONOPOSTAPI,1.0,21,Afternoon,3,18.0,157.4,186.5
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,10:10:12 PM,20.0,244.2,TNT_POST_NL,1.0,22,Afternoon,2,4.0,196.05,169.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,9:52:07 AM,72.7,242.3,EXTRA_AT_HOME,2.0,9,Morning,2,6.0,266.4,279.5
3.0,3.0,,L,STANDARD,2YEAR,PB90,4:21:47 PM,35.2,132.0,CHRONOPOSTAPI,0.0,16,Afternoon,3,9.0,223.4,186.5
6.0,3.0,3.0,S,STANDARD,6MONTH,HETS,7:27:53 PM,154.7,134.9,BPOST,1.0,19,Afternoon,1,6.0,157.4,178.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:20:17 PM,576.4,185.6,CC_LOG,0.0,22,Afternoon,1,1.0,148.9,170.45
3.0,2.0,1.0,XL,STANDARD,6MONTH,VOLU,10:46:12 PM,560.1,200.0,BPOST,2.0,22,Afternoon,1,3.0,266.4,178.7
15.0,5.0,10.0,L,PACKSIZE,1YEAR,HETE,11:29:25 AM,19.7,221.8,DHL,0.5,11,Morning,2,30.0,196.05,186.1
6.0,3.0,3.0,XL,STANDARD,1YEAR,VOLU,12:05:01 PM,94.9,301.2,BPOST,1.0,12,Morning,2,12.0,266.4,178.7
2.0,1.0,1.0,M,STANDARD,1YEAR,HETE,7:38:34 PM,64.0,121.8,TNT_POST_NL,1.0,19,Afternoon,2,4.0,196.05,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,2:41:10 PM,173.1,99.8,TNT_POST_NL,0.0,14,Morning,2,2.0,148.9,169.7
1.0,1.0,,L,STANDARD,6MONTH,MHET,8:22:44 AM,212.4,210.4,EXTRA_AT_HOME,0.0,8,Morning,1,1.0,148.9,279.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,1:18:18 PM,94.0,239.0,TNT_POST_NL,0.0,13,Morning,1,1.0,148.9,169.7
3.0,2.0,1.0,XL,STANDARD,6MONTH,VOLU,10:46:48 AM,60.2,216.4,UPS_API,2.0,10,Morning,1,3.0,266.4,183.8
9.0,3.0,6.0,L,STANDARD,2YEAR,HETE,9:06:17 AM,119.2,179.4,TNT_POST_NL,0.5,9,Morning,3,27.0,196.05,169.7
3.0,1.0,2.0,M,STANDARD,3-5YEAR,HETS,2:51:32 PM,60.0,189.7,CHRONOPOSTAPI,0.5,14,Morning,4,12.0,157.4,186.5
3.0,1.0,2.0,L,STANDARD,6MONTH,HETE,2:16:30 PM,21.6,220.3,TNT_POST_NL,0.5,14,Morning,1,3.0,196.05,169.7
4.0,2.0,2.0,S,STANDARD,6MONTH,HETS,11:54:00 AM,452.6,137.3,BPOST,1.0,11,Morning,1,4.0,157.4,178.7
6.0,2.0,4.0,L,PACKSIZE,6MONTH,HETE,6:21:00 PM,154.4,210.4,TNT_POST_NL,0.5,18,Afternoon,1,6.0,196.05,169.7
2.0,1.0,1.0,L,PACKSIZE,6MONTH,HETE,4:20:03 PM,217.9,261.0,TNT_POST_NL,1.0,16,Afternoon,1,2.0,196.05,169.7
17.0,17.0,,XL,STANDARD,6MONTH,PBVO,9:25:56 AM,16.5,249.1,CC_LOG,0.0,9,Morning,1,17.0,257.1,170.45
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,7:39:27 PM,16.8,225.1,DHL,0.0,19,Afternoon,1,1.0,148.9,186.1
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,4:29:54 PM,244.5,157.4,TNT_POST_NL,1.0,16,Afternoon,2,4.0,157.4,169.7
5.0,2.0,3.0,M,STANDARD,6MONTH,HETS,11:53:48 AM,189.0,111.6,CHRONOPOSTAPI,0.6666666666666666,11,Morning,1,5.0,157.4,186.5
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,1:27:18 PM,254.0,284.0,EXTRA_AT_HOME,1.0,13,Morning,2,4.0,266.4,279.5
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,9:04:02 AM,155.3,179.1,TNT_POST_NL,0.3333333333333333,9,Morning,1,4.0,196.05,169.7
5.0,2.0,3.0,L,STANDARD,1YEAR,HETE,2:29:12 PM,444.2,95.0,TNT_POST_NL,0.6666666666666666,14,Morning,2,10.0,196.05,169.7
12.0,6.0,6.0,M,STANDARD,6MONTH,HETS,7:12:43 PM,232.0,136.4,TNT_POST_NL,1.0,19,Afternoon,1,12.0,157.4,169.7
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,4:05:51 PM,76.0,318.1,BPOST,0.0,16,Afternoon,2,4.0,257.1,178.7
3.0,1.0,2.0,S,STANDARD,6MONTH,HETS,1:11:49 PM,55.0,236.6,TNT_POST_NL,0.5,13,Morning,1,3.0,157.4,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MHET,5:07:41 PM,24.7,118.9,TNT_POST_NL,0.0,17,Afternoon,2,2.0,148.9,169.7
5.0,2.0,3.0,L,PACKSIZE,1YEAR,HETE,8:58:44 AM,124.4,141.6,TNT_POST_NL,0.6666666666666666,8,Morning,2,10.0,196.05,169.7
5.0,2.0,3.0,M,STANDARD,6MONTH,HETS,3:57:07 PM,73.4,163.5,CHRONOPOSTAPI,0.6666666666666666,15,Morning,1,5.0,157.4,186.5
11.0,5.0,6.0,S,STANDARD,1YEAR,HETS,10:47:53 PM,14.3,138.6,CHRONOPOSTAPI,0.8333333333333334,22,Afternoon,2,22.0,157.4,186.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,8:35:27 PM,5.3,79.0,TNT_POST_NL,0.0,20,Afternoon,2,2.0,148.9,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,7:24:27 PM,27.7,120.0,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
3.0,3.0,,M,STANDARD,6MONTH,PBVO,1:43:20 PM,232.2,203.9,EXTRA_AT_HOME,0.0,13,Morning,1,3.0,257.1,279.5
4.0,4.0,,XL,STANDARD,6MONTH,PBVO,8:19:35 PM,691.5,284.1,TNT_POST_NL,0.0,20,Afternoon,1,4.0,257.1,169.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,9:25:04 AM,112.8,196.0,BPOST,1.0,9,Morning,2,4.0,196.05,178.7
2.0,1.0,1.0,L,PACKSIZE,6MONTH,HETE,8:32:11 AM,64.5,264.9,TNT_POST_NL,1.0,8,Morning,1,2.0,196.05,169.7
6.0,3.0,3.0,S,STANDARD,1YEAR,HETS,5:37:25 PM,110.2,87.8,TNT_POST_NL,1.0,17,Afternoon,2,12.0,157.4,169.7
5.0,5.0,,XL,STANDARD,1YEAR,PBVO,12:12:24 PM,83.3,172.9,EXTRA_AT_HOME,0.0,12,Morning,2,10.0,257.1,279.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,10:35:04 PM,17.6,198.1,DHL,0.0,22,Afternoon,2,2.0,148.9,186.1
2.0,2.0,,XL,PACKSIZE,1YEAR,PB90,12:16:50 PM,80.6,259.5,BPOST,0.0,12,Morning,2,4.0,223.4,178.7
1.0,1.0,,M,STANDARD,6MONTH,MHET,4:05:36 PM,47.5,135.5,CHRONOPOSTAPI,0.0,16,Afternoon,1,1.0,148.9,186.5
9.0,5.0,4.0,M,STANDARD,1YEAR,VOLU,10:39:20 AM,50.2,189.9,EXTRA_AT_HOME,1.25,10,Morning,2,18.0,266.4,279.5
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,4:44:26 PM,4.2,229.9,BLOGISTICS,0.0,16,Afternoon,2,4.0,257.1,290.2
26.0,15.0,11.0,XL,STANDARD,6MONTH,VOLU,10:24:02 PM,765.4,355.8,EXTRA_AT_HOME,1.3636363636363635,22,Afternoon,1,26.0,266.4,279.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,10:51:43 AM,172.8,64.4,TNT_POST_NL,0.0,10,Morning,2,2.0,148.9,169.7
3.0,2.0,1.0,M,STANDARD,1YEAR,VOLU,9:39:24 PM,661.8,159.0,CC_LOG,2.0,21,Afternoon,2,6.0,266.4,170.45
2.0,1.0,1.0,L,STANDARD,2YEAR,HETE,2:52:25 PM,357.6,144.9,TNT_POST_NL,1.0,14,Morning,3,6.0,196.05,169.7
6.0,3.0,3.0,S,STANDARD,1YEAR,HETS,11:44:56 AM,115.2,191.6,BPOST,1.0,11,Morning,2,12.0,157.4,178.7
2.0,2.0,,M,STANDARD,1YEAR,PBVO,12:13:33 PM,93.2,311.7,EXTRA_AT_HOME,0.0,12,Morning,2,4.0,257.1,279.5
1.0,1.0,,XL,STANDARD,1YEAR,MHET,9:00:24 AM,20.2,100.6,CHRONOPOSTAPI,0.0,9,Morning,2,2.0,148.9,186.5
12.0,6.0,6.0,M,STANDARD,1YEAR,HETS,7:20:24 PM,40.0,131.4,BPOST,1.0,19,Afternoon,2,24.0,157.4,178.7
2.0,2.0,,L,PACKSIZE,1YEAR,PB90,11:05:57 AM,370.3,204.2,TNT_POST_NL,0.0,11,Morning,2,4.0,223.4,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:53:50 PM,10.5,143.5,TNT_POST_NL,0.0,21,Afternoon,2,2.0,148.9,169.7
2.0,1.0,1.0,S,STANDARD,6MONTH,HETS,2:28:12 PM,158.0,148.1,TNT_POST_NL,1.0,14,Morning,1,2.0,157.4,169.7
14.0,5.0,9.0,L,PACKSIZE,1YEAR,HETE,11:55:00 AM,112.9,229.8,TNT_POST_NL,0.5555555555555556,11,Morning,2,28.0,196.05,169.7
4.0,1.0,3.0,L,STANDARD,2YEAR,HETE,4:00:39 PM,69.0,78.1,CHRONOPOSTAPI,0.3333333333333333,16,Afternoon,3,12.0,196.05,186.5
2.0,1.0,1.0,S,STANDARD,6MONTH,HETS,8:21:13 PM,77.0,170.7,UPS_API,1.0,20,Afternoon,1,2.0,157.4,183.8
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,10:39:09 AM,587.4,175.7,BPOST,1.0,10,Morning,2,8.0,157.4,178.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,10:36:48 AM,9.1,51.6,CC_LOG,0.0,10,Morning,2,2.0,50.0,170.45
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,2:58:01 PM,277.4,188.7,TNT_POST_NL,0.5,14,Morning,1,3.0,196.05,169.7
2.0,1.0,1.0,M,PACKSIZE,6MONTH,HETE,8:29:40 AM,133.2,205.7,EXTRA_AT_HOME,1.0,8,Morning,1,2.0,196.05,279.5
16.0,16.0,,XL,STANDARD,2YEAR,PBVO,7:49:02 AM,14.3,186.4,CC_LOG,0.0,7,Morning,3,48.0,257.1,170.45
2.0,1.0,1.0,S,STANDARD,3-5YEAR,HETS,9:45:54 AM,402.0,127.0,CHRONOPOSTAPI,1.0,9,Morning,4,8.0,157.4,186.5
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,8:49:09 AM,355.5,178.4,TNT_POST_NL,1.0,8,Morning,3,6.0,196.05,169.7
2.0,2.0,,L,PACKSIZE,1YEAR,PB90,9:38:16 AM,278.3,304.9,TNT_POST_NL,0.0,9,Morning,2,4.0,223.4,169.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,8:41:09 AM,130.2,193.6,DHL,1.0,8,Morning,2,4.0,196.05,186.1
1.0,1.0,,XL,STANDARD,6MONTH,MHET,11:20:19 PM,501.9,135.8,CC_LOG,0.0,23,Afternoon,1,1.0,148.9,170.45
2.0,2.0,,XL,PACKSIZE,1YEAR,PB90,10:20:05 PM,603.4,212.5,CC_LOG,0.0,22,Afternoon,2,4.0,223.4,170.45
5.0,5.0,,XL,STANDARD,1YEAR,PBVO,2:19:22 PM,1042.1,268.6,EXTRA_AT_HOME,0.0,14,Morning,2,10.0,257.1,279.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,11:25:55 PM,504.8,196.0,CC_LOG,0.0,23,Afternoon,1,1.0,148.9,170.45
4.0,2.0,2.0,S,STANDARD,6MONTH,HETS,8:31:21 PM,1029.8,180.1,TNT_POST_NL,1.0,20,Afternoon,1,4.0,157.4,169.7
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,11:58:57 AM,263.3,170.6,TNT_POST_NL,1.0,11,Morning,2,4.0,157.4,169.7
1.0,1.0,,M,STANDARD,1YEAR,MHET,8:41:59 PM,737.1,93.9,TNT_POST_NL,0.0,20,Afternoon,2,2.0,148.9,169.7
3.0,1.0,2.0,S,STANDARD,2YEAR,HETS,12:52:59 PM,127.2,161.1,BPOST,0.5,12,Morning,3,9.0,157.4,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,8:16:19 PM,3.2,218.0,BPOST,0.0,20,Afternoon,2,2.0,148.9,178.7
2.0,2.0,,XL,STANDARD,6MONTH,PBVO,10:47:48 AM,173.9,392.2,EXTRA_AT_HOME,0.0,10,Morning,1,2.0,257.1,279.5
1.0,1.0,,XL,STANDARD,1YEAR,MHET,8:03:24 AM,39.0,114.0,CC_LOG,0.0,8,Morning,2,2.0,148.9,170.45
4.0,2.0,2.0,M,STANDARD,1YEAR,VOLU,3:57:27 PM,373.9,209.1,TNT_POST_NL,1.0,15,Morning,2,8.0,266.4,169.7
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,6:12:30 PM,10.2,122.9,TNT_POST_NL,0.0,18,Afternoon,3,3.0,148.9,169.7
2.0,1.0,1.0,S,STANDARD,2YEAR,HETS,9:21:49 AM,79.8,79.0,TNT_POST_NL,1.0,9,Morning,3,6.0,157.4,169.7
11.0,5.0,6.0,S,STANDARD,1YEAR,HETS,6:51:04 PM,25.6,90.5,CHRONOPOSTAPI,0.8333333333333334,18,Afternoon,2,22.0,157.4,186.5
3.0,1.0,2.0,S,STANDARD,2YEAR,HETS,4:05:01 PM,198.6,155.8,BPOST,0.5,16,Afternoon,3,9.0,157.4,178.7
3.0,2.0,1.0,M,STANDARD,6MONTH,VOLU,10:16:46 PM,636.9,376.2,EXTRA_AT_HOME,2.0,22,Afternoon,1,3.0,266.4,279.5
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,9:22:49 AM,56.5,145.0,TNT_POST_NL,1.0,9,Morning,2,4.0,157.4,169.7
8.0,3.0,5.0,XL,PACKSIZE,2YEAR,HETE,10:15:04 PM,583.7,191.0,CC_LOG,0.6,22,Afternoon,3,24.0,196.05,170.45
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,7:50:15 AM,81.8,253.8,CHRONOPOSTAPI,1.0,7,Morning,2,4.0,196.05,186.5
1.0,1.0,,L,STANDARD,6MONTH,MVOL,8:38:57 AM,76.0,54.9,CC_LOG,0.0,8,Morning,1,1.0,50.0,170.45
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,8:12:45 PM,704.0,109.2,TNT_POST_NL,1.0,20,Afternoon,2,4.0,157.4,169.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,11:02:37 AM,289.3,217.5,TNT_POST_NL,2.0,11,Morning,2,6.0,266.4,169.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,9:19:47 AM,155.0,143.3,CC_LOG,1.0,9,Morning,2,4.0,196.05,170.45
1.0,1.0,,L,STANDARD,6MONTH,MHET,8:23:44 AM,67.9,96.8,CC_LOG,0.0,8,Morning,1,1.0,148.9,170.45
8.0,4.0,4.0,S,STANDARD,1YEAR,HETS,3:14:09 PM,132.0,186.7,TNT_POST_NL,1.0,15,Morning,2,16.0,157.4,169.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,3:47:10 PM,36.8,197.4,DHL,1.0,15,Morning,2,4.0,196.05,186.1
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,3:05:12 PM,425.6,180.6,BPOST,0.5,15,Morning,2,6.0,157.4,178.7
1.0,1.0,,M,PACKSIZE,6MONTH,MHET,8:35:43 AM,48.5,218.2,CC_LOG,0.0,8,Morning,1,1.0,148.9,170.45
2.0,1.0,1.0,XL,PACKSIZE,6MONTH,HETE,1:37:39 PM,139.9,168.0,BPOST,1.0,13,Morning,1,2.0,196.05,178.7
2.0,2.0,,XL,STANDARD,6MONTH,PBVO,10:55:00 AM,355.9,313.0,TNT_POST_NL,0.0,10,Morning,1,2.0,257.1,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,8:32:58 PM,836.9,161.9,TNT_POST_NL,0.0,20,Afternoon,2,2.0,148.9,169.7
5.0,3.0,2.0,XL,STANDARD,1YEAR,VOLU,8:03:04 AM,45.7,232.5,CC_LOG,1.5,8,Morning,2,10.0,266.4,170.45
2.0,1.0,1.0,XL,PACKSIZE,1YEAR,HETE,8:23:26 AM,180.0,226.6,CHRONOPOSTAPI,1.0,8,Morning,2,4.0,196.05,186.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,10:17:57 AM,23.1,110.1,BPOST,0.0,10,Morning,2,2.0,148.9,178.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,12:13:24 PM,59.7,135.6,TNT_POST_NL,0.0,12,Morning,2,2.0,148.9,169.7
2.0,1.0,1.0,XL,STANDARD,6MONTH,VOLU,2:39:14 PM,22.1,195.6,EXTRA_AT_HOME,1.0,14,Morning,1,2.0,266.4,279.5
10.0,4.0,6.0,L,PACKSIZE,1YEAR,HETE,12:01:42 PM,115.0,244.8,BPOST,0.6666666666666666,12,Morning,2,20.0,196.05,178.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,8:28:43 PM,688.2,188.5,CC_LOG,0.0,20,Afternoon,1,1.0,148.9,170.45
3.0,1.0,2.0,S,STANDARD,6MONTH,HETS,3:02:01 PM,73.2,147.2,BPOST,0.5,15,Morning,1,3.0,157.4,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,11:20:19 PM,500.4,115.8,CC_LOG,0.0,23,Afternoon,2,2.0,148.9,170.45
6.0,3.0,3.0,S,STANDARD,1YEAR,HETS,10:05:34 PM,903.2,168.0,BPOST,1.0,22,Afternoon,2,12.0,157.4,178.7
2.0,1.0,1.0,M,PACKSIZE,6MONTH,HETE,8:19:44 AM,44.3,329.8,EXTRA_AT_HOME,1.0,8,Morning,1,2.0,196.05,279.5
1.0,1.0,,XL,STANDARD,1YEAR,MHET,4:50:11 PM,8.9,87.0,TNT_POST_NL,0.0,16,Afternoon,2,2.0,148.9,169.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,1:31:46 PM,219.7,56.8,DHL,0.0,13,Morning,1,1.0,50.0,186.1
2.0,1.0,1.0,L,PACKSIZE,6MONTH,HETE,8:09:33 AM,84.6,266.0,BPOST,1.0,8,Morning,1,2.0,196.05,178.7
1.0,1.0,,L,STANDARD,6MONTH,MHET,12:22:10 PM,631.7,99.6,TNT_POST_NL,0.0,12,Morning,1,1.0,148.9,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MVOL,9:52:00 PM,614.7,54.7,CC_LOG,0.0,21,Afternoon,2,2.0,50.0,170.45
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,3:40:40 PM,153.6,183.5,TNT_POST_NL,1.0,15,Morning,3,6.0,196.05,169.7
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,3:43:10 PM,236.9,199.4,TNT_POST_NL,0.3333333333333333,15,Morning,2,8.0,196.05,169.7
7.0,7.0,,M,STANDARD,6MONTH,PBVO,12:24:18 PM,227.4,238.2,EXTRA_AT_HOME,0.0,12,Morning,1,7.0,257.1,279.5
1.0,1.0,,L,STANDARD,6MONTH,MHET,8:32:25 AM,11.0,123.6,CHRONOPOSTAPI,0.0,8,Morning,1,1.0,148.9,186.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,9:26:46 AM,80.5,263.2,CC_LOG,0.0,9,Morning,1,1.0,148.9,170.45
6.0,3.0,3.0,XL,STANDARD,1YEAR,VOLU,10:44:31 PM,564.0,270.5,BPOST,1.0,22,Afternoon,2,12.0,266.4,178.7
2.0,2.0,,XL,PACKSIZE,6MONTH,PB90,9:09:29 PM,39.2,294.3,TNT_POST_NL,0.0,21,Afternoon,1,2.0,223.4,169.7
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,8:44:13 AM,119.7,193.5,TNT_POST_NL,0.5,8,Morning,1,3.0,196.05,169.7
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,9:48:48 AM,143.0,137.7,BPOST,1.0,9,Morning,2,4.0,157.4,178.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,9:04:18 AM,108.4,255.3,EXTRA_AT_HOME,2.0,9,Morning,2,6.0,266.4,279.5
16.0,9.0,7.0,XL,STANDARD,1YEAR,VOLU,11:56:12 AM,1250.9,329.7,EXTRA_AT_HOME,1.2857142857142858,11,Morning,2,32.0,266.4,279.5
1.0,1.0,,L,STANDARD,6MONTH,MHET,7:52:28 AM,7.0,139.3,CC_LOG,0.0,7,Morning,1,1.0,148.9,170.45
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,10:32:31 AM,216.2,161.2,BPOST,0.0,10,Morning,2,2.0,148.9,178.7
18.0,18.0,,XL,STANDARD,6MONTH,PBVO,8:02:33 AM,34.3,185.7,CC_LOG,0.0,8,Morning,1,18.0,257.1,170.45
7.0,3.0,4.0,S,STANDARD,2YEAR,HETS,2:00:59 PM,173.5,89.0,BPOST,0.75,14,Morning,3,21.0,157.4,178.7
2.0,2.0,,L,PACKSIZE,1YEAR,PB90,2:34:01 PM,10.0,268.0,BPOST,0.0,14,Morning,2,4.0,223.4,178.7
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,1:37:47 PM,364.5,156.1,TNT_POST_NL,0.6666666666666666,13,Morning,2,10.0,157.4,169.7
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,9:50:14 PM,55.4,158.6,BPOST,1.0,21,Afternoon,2,8.0,157.4,178.7
4.0,2.0,2.0,XL,STANDARD,6MONTH,VOLU,9:55:20 AM,55.2,369.6,TNT_POST_NL,1.0,9,Morning,1,4.0,266.4,169.7
5.0,3.0,2.0,M,STANDARD,2YEAR,VOLU,9:08:45 AM,120.8,285.8,TNT_POST_NL,1.5,9,Morning,3,15.0,266.4,169.7
2.0,1.0,1.0,L,STANDARD,1YEAR,HETE,8:25:47 PM,74.2,104.2,CC_LOG,1.0,20,Afternoon,2,4.0,196.05,170.45
5.0,5.0,,L,PACKSIZE,1YEAR,PB90,5:30:43 PM,37.8,207.9,CHRONOPOSTAPI,0.0,17,Afternoon,2,10.0,223.4,186.5
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,7:32:49 PM,52.0,173.6,BPOST,0.5,19,Afternoon,2,6.0,157.4,178.7
3.0,1.0,2.0,L,PACKSIZE,2YEAR,HETE,8:56:39 AM,54.9,179.7,TNT_POST_NL,0.5,8,Morning,3,9.0,196.05,169.7
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,2:11:33 PM,532.3,127.7,TNT_POST_NL,1.0,14,Morning,2,4.0,157.4,169.7
37.0,21.0,16.0,M,STANDARD,6MONTH,VOLU,11:07:55 AM,27.1,371.0,EXTRA_AT_HOME,1.3125,11,Morning,1,37.0,266.4,279.5
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,8:13:00 PM,115.5,226.1,TNT_POST_NL,0.3333333333333333,20,Afternoon,2,8.0,196.05,169.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,7:35:36 PM,31.4,267.1,TNT_POST_NL,2.0,19,Afternoon,2,6.0,266.4,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,1:40:02 PM,45.0,135.9,TNT_POST_NL,0.0,13,Morning,2,2.0,148.9,169.7
3.0,2.0,1.0,XL,STANDARD,3-5YEAR,VOLU,7:13:44 PM,34.4,249.1,BPOST,2.0,19,Afternoon,4,12.0,266.4,178.7
29.0,17.0,12.0,XL,STANDARD,1YEAR,VOLU,5:20:05 PM,1238.1,340.9,EXTRA_AT_HOME,1.4166666666666667,17,Afternoon,2,58.0,266.4,279.5
